title,pubDate,guid,link,description
The Papers: 'Queen kicks off the party' and airport delay woes,"Wed, 01 Jun 2022 23:46:26 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61669214,https://www.bbc.co.uk/news/blogs-the-papers-61669214?at_medium=RSS&at_campaign=KARANGA,"The Queen launches her Platinum Jubilee celebrations, and holiday chaos continues, lead the papers."
Shanghai lockdown: The punishing cost on small businesses,"Wed, 01 Jun 2022 23:01:54 GMT",https://www.bbc.co.uk/news/world-asia-china-61659140,https://www.bbc.co.uk/news/world-asia-china-61659140?at_medium=RSS&at_campaign=KARANGA,"Hairdresser Martin Li, who had to close his salon, was one of many business owners who suffered."
Platinum Jubilee: Camilla and Charles guest star on EastEnders,"Wed, 01 Jun 2022 23:04:51 GMT",https://www.bbc.co.uk/news/entertainment-arts-61666266,https://www.bbc.co.uk/news/entertainment-arts-61666266?at_medium=RSS&at_campaign=KARANGA,The Prince of Wales and Duchess of Cornwall raise a glass to the Queen on the TV soap.
Amateur artist spotted by Hollywood after viral posts,"Wed, 01 Jun 2022 23:07:57 GMT",https://www.bbc.co.uk/news/entertainment-arts-61647597,https://www.bbc.co.uk/news/entertainment-arts-61647597?at_medium=RSS&at_campaign=KARANGA,Maisie Matilda taught herself fore-edge painting and she's now creating works for major studios.
Bungee jumper sets world record at Perthshire bridge,"Wed, 01 Jun 2022 12:50:06 GMT",https://www.bbc.co.uk/news/uk-scotland-tayside-central-61594837,https://www.bbc.co.uk/news/uk-scotland-tayside-central-61594837?at_medium=RSS&at_campaign=KARANGA,A 44-year-old Frenchman completed 765 leaps in 24 hours at the Garry Bridge in Perthshire.
Kate Bush running up that chart thanks to Stranger Things,"Wed, 01 Jun 2022 11:13:53 GMT",https://www.bbc.co.uk/news/entertainment-arts-61658062,https://www.bbc.co.uk/news/entertainment-arts-61658062?at_medium=RSS&at_campaign=KARANGA,The UK singer has been trending online after featuring in the new latest series of the Netflix drama.
North Korea: The mystery of its Covid outbreak,"Wed, 01 Jun 2022 23:46:10 GMT",https://www.bbc.co.uk/news/61651016,https://www.bbc.co.uk/news/61651016?at_medium=RSS&at_campaign=KARANGA,"North Korea is tackling Covid cases across the country, but very little is known about the scale of the crisis."
Amber Heard and Johnny Depp's 'Trial by TikTok',"Wed, 01 Jun 2022 19:59:11 GMT",https://www.bbc.co.uk/news/world-us-canada-61649522,https://www.bbc.co.uk/news/world-us-canada-61649522?at_medium=RSS&at_campaign=KARANGA,"A jury has returned a verdict, but a parallel case in the court of public opinion continues."
Maggie Rogers: 'I'm not afraid to take up space any more',"Wed, 01 Jun 2022 19:36:41 GMT",https://www.bbc.co.uk/news/entertainment-arts-61644355,https://www.bbc.co.uk/news/entertainment-arts-61644355?at_medium=RSS&at_campaign=KARANGA,"Maggie Rogers on reclaiming her sexuality, and why she left pop music to study divinity at Harvard."
Jack Woodley: Why was the 18-year-old killed?,"Wed, 01 Jun 2022 13:58:45 GMT",https://www.bbc.co.uk/news/uk-england-tyne-60834187,https://www.bbc.co.uk/news/uk-england-tyne-60834187?at_medium=RSS&at_campaign=KARANGA,"Jack Woodley was beaten, kicked, stamped upon and stabbed in an attack by a gang of youths."
Have China's Pacific ambitions been thwarted?,"Wed, 01 Jun 2022 23:15:44 GMT",https://www.bbc.co.uk/news/world-asia-61630963,https://www.bbc.co.uk/news/world-asia-61630963?at_medium=RSS&at_campaign=KARANGA,Ten Pacific countries have declined to sign a sweeping security deal proposed by China.
Charles Reep: The military accountant who brought data analysis to English game,"Wed, 01 Jun 2022 23:02:59 GMT",https://www.bbc.co.uk/sport/football/61648608,https://www.bbc.co.uk/sport/football/61648608?at_medium=RSS&at_campaign=KARANGA,"British football analysis began in a drafty hut on a military airfield 90 years ago, driven by one pioneering but misunderstood man."
Service charge: The unsavoury row over ‘forced’ restaurant tips in India,"Wed, 01 Jun 2022 23:16:27 GMT",https://www.bbc.co.uk/news/world-asia-india-61653464,https://www.bbc.co.uk/news/world-asia-india-61653464?at_medium=RSS&at_campaign=KARANGA,The government says the service charge is voluntary - but restaurants continue to add it to the bill.
Ukraine round-up: Long-range rockets and Kherson torture claims,"Wed, 01 Jun 2022 20:40:13 GMT",https://www.bbc.co.uk/news/world-europe-61664761,https://www.bbc.co.uk/news/world-europe-61664761?at_medium=RSS&at_campaign=KARANGA,The US says the missiles will strengthen Kyiv's negotiating stance as the war nears its 100th day.
Why are flights being cancelled?,"Wed, 01 Jun 2022 13:12:45 GMT",https://www.bbc.co.uk/news/61660238,https://www.bbc.co.uk/news/61660238?at_medium=RSS&at_campaign=KARANGA,"There has been significant disruption at UK airports, with flights cancelled and long queues at airports."
French Open: Top seed Iga Swiatek 'disappointed and surprised' by Amelie Mauresmo comments,"Wed, 01 Jun 2022 20:23:37 GMT",https://www.bbc.co.uk/sport/tennis/61666553,https://www.bbc.co.uk/sport/tennis/61666553?at_medium=RSS&at_campaign=KARANGA,"Top seed Iga Swiatek says it is ""disappointing and surprising"" to hear French Open tournament director Amelie Mauresmo say women's games are not as appealing as men's matches."
"Queen's Birthday Honours: Rio Ferdinand, Gareth Bale, Eve Muirhead and Moeen Ali honoured","Wed, 01 Jun 2022 21:32:05 GMT",https://www.bbc.co.uk/sport/61644594,https://www.bbc.co.uk/sport/61644594?at_medium=RSS&at_campaign=KARANGA,"Olympic gold medallist Eve Muirhead is named on the Queen's Birthday Honours list, alongside cricketer Moeen Ali, footballer Gareth Bale and ex-footballer Rio Ferdinand."
Much-changed Wales impress in defeat by Poland ,"Wed, 01 Jun 2022 17:53:09 GMT",https://www.bbc.co.uk/sport/football/61574469,https://www.bbc.co.uk/sport/football/61574469?at_medium=RSS&at_campaign=KARANGA,Much-changed Wales prepare for Sunday's World Cup play-off final with a commendable display in defeat against Poland in the Nations League.
Paul Pogba: Where it went wrong at Man Utd for the World Cup winner,"Wed, 01 Jun 2022 16:41:28 GMT",https://www.bbc.co.uk/sport/football/61665773,https://www.bbc.co.uk/sport/football/61665773?at_medium=RSS&at_campaign=KARANGA,"With Manchester United confirming Paul Pogba will leave the club this summer, BBC Sport's Simon Stone takes a look at where it went wrong for the World Cup winner."
Lia Thomas: Transgender athletes 'not a threat' to women's sport,"Wed, 01 Jun 2022 16:47:59 GMT",https://www.bbc.co.uk/sport/swimming/61658794,https://www.bbc.co.uk/sport/swimming/61658794?at_medium=RSS&at_campaign=KARANGA,"Transgender athletes ""are not a threat"" to women's sport, says American swimmer Lia Thomas."
MLB: Texas Rangers' Eli White makes 'outrageous' catch to stop home run against Tampa Bay Rays,"Wed, 01 Jun 2022 10:47:13 GMT",https://www.bbc.co.uk/sport/av/baseball/61660772,https://www.bbc.co.uk/sport/av/baseball/61660772?at_medium=RSS&at_campaign=KARANGA,Watch as Eli White makes an incredible catch to prevent a home run during Texas Rangers' 3-0 win over Tampa Bay Rays.
England v New Zealand first Test: After a brutal winter do hosts have grounds for optimism?,"Wed, 01 Jun 2022 18:23:52 GMT",https://www.bbc.co.uk/sport/cricket/61663402,https://www.bbc.co.uk/sport/cricket/61663402?at_medium=RSS&at_campaign=KARANGA,"English cricket has endured a bleak winter on and off the pitch, but the first Test of the summer comes with optimism the darkness could finally lift."
Queen's Platinum Jubilee marks a new royal era,"Thu, 02 Jun 2022 00:32:03 GMT",https://www.bbc.co.uk/news/uk-61645993,https://www.bbc.co.uk/news/uk-61645993?at_medium=RSS&at_campaign=KARANGA,"This Jubilee will be different, with the Queen largely unseen and an unspoken transition has begun, writes the BBC's Jonny Dymond."
Platinum Jubilee: 70 years of the Queen in 70 seconds,"Wed, 01 Jun 2022 23:17:33 GMT",https://www.bbc.co.uk/news/uk-61660128,https://www.bbc.co.uk/news/uk-61660128?at_medium=RSS&at_campaign=KARANGA,A quick look back at the Queen's 70 years on the throne and her past jubilee speeches.
Power dressing: The Queen's unique style,"Tue, 31 May 2022 23:01:58 GMT",https://www.bbc.co.uk/news/uk-61593081,https://www.bbc.co.uk/news/uk-61593081?at_medium=RSS&at_campaign=KARANGA,One of the most photographed women in history has defined what it means to dress like a queen.
Platinum Jubilee: Who will be with the Queen on the balcony?,"Tue, 31 May 2022 23:02:42 GMT",https://www.bbc.co.uk/news/uk-61469632,https://www.bbc.co.uk/news/uk-61469632?at_medium=RSS&at_campaign=KARANGA,"The Queen is due to appear on the balcony of Buckingham Palace, as part of her Platinum Jubilee celebrations. Who appears with her will be carefully choreographed, writes the BBC's Sean Coughlan."
Platinum Jubilee: When's the bank holiday to mark the Queen's 70-year reign?,"Wed, 01 Jun 2022 10:20:26 GMT",https://www.bbc.co.uk/news/uk-61248636,https://www.bbc.co.uk/news/uk-61248636?at_medium=RSS&at_campaign=KARANGA,"The Platinum Jubilee marks Queen Elizabeth II's 70 year reign, with a four-day bank holiday in June."
Platinum Jubilee: Time-lapse shows set-up in front of Buckingham Palace,"Wed, 01 Jun 2022 05:31:41 GMT",https://www.bbc.co.uk/news/uk-61655049,https://www.bbc.co.uk/news/uk-61655049?at_medium=RSS&at_campaign=KARANGA,The area outside Buckingham Palace is transformed ahead of celebratory events in London.
Platinum Jubilee: Queen pulls out of St Paul's Cathedral service,"Fri, 03 Jun 2022 00:14:47 GMT",https://www.bbc.co.uk/news/uk-61676668,https://www.bbc.co.uk/news/uk-61676668?at_medium=RSS&at_campaign=KARANGA,The Queen will miss the St Paul's service but joined a beacon lighting ceremony on Thursday evening.
Biden urges ban on assault-style weapons and gun age limits,"Fri, 03 Jun 2022 01:26:57 GMT",https://www.bbc.co.uk/news/world-us-canada-61678983,https://www.bbc.co.uk/news/world-us-canada-61678983?at_medium=RSS&at_campaign=KARANGA,"The US president says too many places in America have become ""killing fields""."
"Delays to Ajax armoured vehicles risk national security, MPs warn","Fri, 03 Jun 2022 02:47:21 GMT",https://www.bbc.co.uk/news/uk-61679080,https://www.bbc.co.uk/news/uk-61679080?at_medium=RSS&at_campaign=KARANGA,Defence officials are urged to either scrap or fix a controversial Ajax armoured vehicle programme.
Driving tests: DVSA closing down booking accounts not linked to instructors,"Thu, 02 Jun 2022 16:22:10 GMT",https://www.bbc.co.uk/news/uk-61673686,https://www.bbc.co.uk/news/uk-61673686?at_medium=RSS&at_campaign=KARANGA,The DVSA is closing down accounts on its booking site that are not linked to driving instructors.
Pride month: Kuwait criticises US embassy over pro-LGBT tweets,"Fri, 03 Jun 2022 01:00:35 GMT",https://www.bbc.co.uk/news/world-middle-east-61678929,https://www.bbc.co.uk/news/world-middle-east-61678929?at_medium=RSS&at_campaign=KARANGA,"Two rainbow flag posts for Pride month were condemned by Kuwait officials for ""supporting homosexuality""."
Johnny Depp starts new chapter with Gateshead gig and album with Jeff Beck,"Fri, 03 Jun 2022 01:41:18 GMT",https://www.bbc.co.uk/news/entertainment-arts-61679022,https://www.bbc.co.uk/news/entertainment-arts-61679022?at_medium=RSS&at_campaign=KARANGA,The actor makes his first public appearance since the verdict in his court case against Amber Heard.
Ukraine war: Zelensky says Russia controls a fifth of Ukrainian territory,"Thu, 02 Jun 2022 22:05:17 GMT",https://www.bbc.co.uk/news/world-europe-61675915,https://www.bbc.co.uk/news/world-europe-61675915?at_medium=RSS&at_campaign=KARANGA,Russian forces are intensifying attacks on the city of Severodonetsk in the eastern Donbas region.
Investors seek millions from Woodford fund collapse,"Thu, 02 Jun 2022 23:21:25 GMT",https://www.bbc.co.uk/news/business-61676208,https://www.bbc.co.uk/news/business-61676208?at_medium=RSS&at_campaign=KARANGA,"A claim representing 1,500 investors wants £18m from the 'referee' of Neil Woodford's fund."
Monkeypox: Nigeria bans bushmeat to prevent virus spread,"Thu, 02 Jun 2022 16:56:09 GMT",https://www.bbc.co.uk/news/world-africa-61676841,https://www.bbc.co.uk/news/world-africa-61676841?at_medium=RSS&at_campaign=KARANGA,Experts say it is possible that the virus can be caught by eating meat from an infected animal.
French Open: Amelie Mauresmo apologises for 'out of context' comments,"Thu, 02 Jun 2022 18:26:44 GMT",https://www.bbc.co.uk/sport/tennis/61675668,https://www.bbc.co.uk/sport/tennis/61675668?at_medium=RSS&at_campaign=KARANGA,"French Open tournament director Amelie Mauresmo apologises for saying women's matches were less appealing than men's and says she was quoted ""out of context""."
JK Rowling firm in row over right-to-roam access,"Thu, 02 Jun 2022 22:51:21 GMT",https://www.bbc.co.uk/news/uk-scotland-61672867,https://www.bbc.co.uk/news/uk-scotland-61672867?at_medium=RSS&at_campaign=KARANGA,Walkers claim access to a historical right-of-way is hampered by the Harry Potter author's firm.
Canada says China 'buzzing' military flights in Asia,"Thu, 02 Jun 2022 21:48:40 GMT",https://www.bbc.co.uk/news/world-us-canada-61654043,https://www.bbc.co.uk/news/world-us-canada-61654043?at_medium=RSS&at_campaign=KARANGA,Canada called the incidents unprofessional and potentially hazardous to aircrew in the Pacific.
Wales-Ukraine: Some refugees get free World Cup play-off tickets,"Thu, 02 Jun 2022 17:04:39 GMT",https://www.bbc.co.uk/news/uk-wales-61671933,https://www.bbc.co.uk/news/uk-wales-61671933?at_medium=RSS&at_campaign=KARANGA,Officials are in talks on how many tickets will go to Ukrainian refugees for Sunday's crucial clash.
"The Papers: 'Beaming Queen' and 'What a racket, great-granny'","Thu, 02 Jun 2022 23:01:34 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61678640,https://www.bbc.co.uk/news/blogs-the-papers-61678640?at_medium=RSS&at_campaign=KARANGA,"The Queen's Platinum Jubilee and her ""scene stealing"" great-grandson Prince Louis, leads the papers."
Ukraine war: How Russian TV has reported the 100 days of conflict,"Thu, 02 Jun 2022 23:11:12 GMT",https://www.bbc.co.uk/news/world-europe-61638389,https://www.bbc.co.uk/news/world-europe-61638389?at_medium=RSS&at_campaign=KARANGA,TV viewers in Russia see only the Kremlin’s version of events in Ukraine.
Texas shooting: Meet the man making custom caskets,"Thu, 02 Jun 2022 15:01:59 GMT",https://www.bbc.co.uk/news/world-us-canada-61657096,https://www.bbc.co.uk/news/world-us-canada-61657096?at_medium=RSS&at_campaign=KARANGA,Two teachers and 19 children were killed and caskets are being made to reflect their passions.
Quiz of the week: What happened to the Mona Lisa?,"Thu, 02 Jun 2022 23:34:25 GMT",https://www.bbc.co.uk/news/world-61654929,https://www.bbc.co.uk/news/world-61654929?at_medium=RSS&at_campaign=KARANGA,How closely have you been paying attention to what's been going on over the past seven days?
Africa's week in pictures: 27 May - 2 June 2022,"Thu, 02 Jun 2022 23:04:20 GMT",https://www.bbc.co.uk/news/world-africa-61659908,https://www.bbc.co.uk/news/world-africa-61659908?at_medium=RSS&at_campaign=KARANGA,A selection of the best photos from across Africa and beyond this week.
In pictures: The Royal Family at Jubilee celebrations,"Thu, 02 Jun 2022 16:21:04 GMT",https://www.bbc.co.uk/news/uk-61672048,https://www.bbc.co.uk/news/uk-61672048?at_medium=RSS&at_campaign=KARANGA,"Prince George, Prince Louis, and Princess Charlotte were among those at the Trooping the Colour."
'God save the Queen' played at Paris Jubilee celebration,"Thu, 02 Jun 2022 20:12:43 GMT",https://www.bbc.co.uk/news/world-europe-61678385,https://www.bbc.co.uk/news/world-europe-61678385?at_medium=RSS&at_campaign=KARANGA,The anthem was played before French President Macron rekindled the 'eternal flame' by the Arc de Triomphe.
Ukraine war: Five ways Russia's invasion may play out,"Thu, 02 Jun 2022 23:05:53 GMT",https://www.bbc.co.uk/news/world-europe-61674469,https://www.bbc.co.uk/news/world-europe-61674469?at_medium=RSS&at_campaign=KARANGA,"As the offensive intensifies in the country's east, what will happen next? Here are some potential scenarios."
The Russian soldiers refusing to fight in Ukraine,"Thu, 02 Jun 2022 23:06:42 GMT",https://www.bbc.co.uk/news/world-europe-61607184,https://www.bbc.co.uk/news/world-europe-61607184?at_medium=RSS&at_campaign=KARANGA,"Because of their experiences on the front line, some troops are seeking legal advice to avoid being redeployed."
US midterms: Would-be AOC takes on 'last pro-life Democrat',"Thu, 02 Jun 2022 23:07:57 GMT",https://www.bbc.co.uk/news/world-us-canada-61569648,https://www.bbc.co.uk/news/world-us-canada-61569648?at_medium=RSS&at_campaign=KARANGA,"She hopes to topple a Texas congressman, but is fighting for abortion rights a vote winner here?"
Chicken rice: Why Singapore's much-loved dish is under threat,"Thu, 02 Jun 2022 23:09:07 GMT",https://www.bbc.co.uk/news/business-61589222,https://www.bbc.co.uk/news/business-61589222?at_medium=RSS&at_campaign=KARANGA,The city state is feeling the impact of Malaysia's export curbs on chicken.
Ukraine war round-up: City besieged and football triumph,"Thu, 02 Jun 2022 19:25:38 GMT",https://www.bbc.co.uk/news/world-europe-61677536,https://www.bbc.co.uk/news/world-europe-61677536?at_medium=RSS&at_campaign=KARANGA,Fighting continues in the east as authorities in occupied Zaporizhzhia move to nationalise property.
India marriage: Woman's plan to 'marry herself' sparks debate,"Thu, 02 Jun 2022 23:09:59 GMT",https://www.bbc.co.uk/news/world-asia-india-61671032,https://www.bbc.co.uk/news/world-asia-india-61671032?at_medium=RSS&at_campaign=KARANGA,Kshama Bindu will have all the trappings of a traditional wedding ceremony apart from an actual groom.
North Korea: The mystery of its Covid outbreak,"Wed, 01 Jun 2022 23:46:10 GMT",https://www.bbc.co.uk/news/61651016,https://www.bbc.co.uk/news/61651016?at_medium=RSS&at_campaign=KARANGA,"The government says it has the situation under control, but what do we really know about the scale of the crisis?"
England v New Zealand: Ben Stokes gets crash course in Test captaincy on bizarre first day,"Thu, 02 Jun 2022 20:09:40 GMT",https://www.bbc.co.uk/sport/cricket/61678191,https://www.bbc.co.uk/sport/cricket/61678191?at_medium=RSS&at_campaign=KARANGA,"Ben Stokes will hope being England captain can not be any more bizarre than the first day at Lord's, but will know that the ups and downs have only just begun."
French Open: Coco Gauff calls for peace and end to gun violence in camera message,"Thu, 02 Jun 2022 19:59:31 GMT",https://www.bbc.co.uk/sport/tennis/61678342,https://www.bbc.co.uk/sport/tennis/61678342?at_medium=RSS&at_campaign=KARANGA,American teenager Coco Gauff says she is comfortable with speaking out about social issues and believes sports stars can use their platform to drive change.
Nations League: Northern Ireland lose scrappy opener to Greece as dismal run continues,"Thu, 02 Jun 2022 22:07:45 GMT",https://www.bbc.co.uk/sport/football/61588591,https://www.bbc.co.uk/sport/football/61588591?at_medium=RSS&at_campaign=KARANGA,Northern Ireland's search for a first-ever Nations League win stretches to 11 matches after a deflating 1-0 home defeat by Greece.
England v New Zealand: Stokes era gets off to mixed start at Lord's,"Thu, 02 Jun 2022 18:50:47 GMT",https://www.bbc.co.uk/sport/av/cricket/61674712,https://www.bbc.co.uk/sport/av/cricket/61674712?at_medium=RSS&at_campaign=KARANGA,Watch highlights as England make a chaotic start to the first Test against New Zealand as 17 wickets fall on the first day at Lord's.
Matthew Potts: England debutant takes three New Zealand wickets,"Thu, 02 Jun 2022 12:31:28 GMT",https://www.bbc.co.uk/sport/av/cricket/61673941,https://www.bbc.co.uk/sport/av/cricket/61673941?at_medium=RSS&at_campaign=KARANGA,"England debutant Matthew Potts removes Kane Williamson, Daryl Mitchell and Tom Blundell in the first session for a dream start to Test cricket at Lord's."
Surbiton Trophy: Andy Murray inspired by Rafael Nadal and Marin Cilic at French Open,"Thu, 02 Jun 2022 19:42:45 GMT",https://www.bbc.co.uk/sport/tennis/61675661,https://www.bbc.co.uk/sport/tennis/61675661?at_medium=RSS&at_campaign=KARANGA,Three-time Grand Slam winner Andy Murray says he feels inspired by the performances of Rafael Nadal and Marin Cilic at the French Open.
Lyon want to re-sign Lacazette - Friday's football gossip  ,"Thu, 02 Jun 2022 21:47:25 GMT",https://www.bbc.co.uk/sport/61675587,https://www.bbc.co.uk/sport/61675587?at_medium=RSS&at_campaign=KARANGA,"Lyon want to re-sign Arsenal's Lacazette, Man Utd offered Asensio, Barcelona have Lukaku as an option, Roma could move for Lingard, plus more."
Spain 1-1 Portugal: Ricardo Horta scores on international return in draw,"Thu, 02 Jun 2022 20:48:45 GMT",https://www.bbc.co.uk/sport/football/61677927,https://www.bbc.co.uk/sport/football/61677927?at_medium=RSS&at_campaign=KARANGA,Ricardo Horta scores on his first Portugal appearance in almost eight years as they draw with Spain in their Nations League opener.
Platinum Jubilee: Joy and tears among Trooping the Colour crowd,"Thu, 02 Jun 2022 16:08:27 GMT",https://www.bbc.co.uk/news/uk-61675865,https://www.bbc.co.uk/news/uk-61675865?at_medium=RSS&at_campaign=KARANGA,Thousands crammed into The Mall for Trooping the Colour - and many felt the emotion of the moment.
Platinum Jubilee: Beacons light across the globe to celebrate Queen's reign,"Thu, 02 Jun 2022 23:06:37 GMT",https://www.bbc.co.uk/news/uk-61678181,https://www.bbc.co.uk/news/uk-61678181?at_medium=RSS&at_campaign=KARANGA,"More than 3,500 beacons were lit in the UK and Commonwealth nations."
Corgis: How the queen fell in love and started a phenomenon,"Thu, 02 Jun 2022 23:54:31 GMT",https://www.bbc.co.uk/news/uk-61606972,https://www.bbc.co.uk/news/uk-61606972?at_medium=RSS&at_campaign=KARANGA,How a young princess's love for her dog turned into a life's passion.
Queen's Jubilee: When Prince Louis stole the show,"Thu, 02 Jun 2022 14:00:38 GMT",https://www.bbc.co.uk/news/uk-61675213,https://www.bbc.co.uk/news/uk-61675213?at_medium=RSS&at_campaign=KARANGA,"Waving and pulling funny faces, Prince Louis attracted some attention on his great-grandmother's big day."
Prince Harry and Meghan remain low-key at Jubilee events,"Thu, 02 Jun 2022 19:26:23 GMT",https://www.bbc.co.uk/news/uk-61676641,https://www.bbc.co.uk/news/uk-61676641?at_medium=RSS&at_campaign=KARANGA,The Duke and Duchess of Sussex joined the Queen's Jubilee celebrations but kept a low-profile.
Platinum Jubilee: Highlights from Queen's Jubilee celebrations,"Thu, 02 Jun 2022 14:34:55 GMT",https://www.bbc.co.uk/news/uk-61675214,https://www.bbc.co.uk/news/uk-61675214?at_medium=RSS&at_campaign=KARANGA,Thousands gather in London for the start of a long weekend of festivities for the Platinum Jubilee.
Platinum Jubilee: Queen's life in pictures,"Sun, 06 Feb 2022 13:27:04 GMT",https://www.bbc.co.uk/news/in-pictures-60279300,https://www.bbc.co.uk/news/in-pictures-60279300?at_medium=RSS&at_campaign=KARANGA,"As the Queen marks 70 years on the throne, we present an image from every year of her life."
Helicopter view as seas of people celebrate Jubilee,"Thu, 02 Jun 2022 12:57:10 GMT",https://www.bbc.co.uk/news/uk-61675212,https://www.bbc.co.uk/news/uk-61675212?at_medium=RSS&at_campaign=KARANGA,Thousands turned out in central London to celebrate the UK's longest-reigning monarch.
Platinum Jubilee: What's happening over the bank holiday weekend?,"Thu, 02 Jun 2022 15:08:12 GMT",https://www.bbc.co.uk/news/uk-61248636,https://www.bbc.co.uk/news/uk-61248636?at_medium=RSS&at_campaign=KARANGA,"The Platinum Jubilee marks Queen Elizabeth II's 70 year reign, with a four-day bank holiday in June."
Platinum Jubilee: An unspoken transition has begun,"Thu, 02 Jun 2022 00:32:03 GMT",https://www.bbc.co.uk/news/uk-61645993,https://www.bbc.co.uk/news/uk-61645993?at_medium=RSS&at_campaign=KARANGA,"This Jubilee will be different, with the Queen largely unseen and an unspoken transition has begun, writes the BBC's Jonny Dymond."
Platinum Jubilee: Queen misses Derby but celebrations continue,"Sat, 04 Jun 2022 02:39:06 GMT",https://www.bbc.co.uk/news/uk-61626176,https://www.bbc.co.uk/news/uk-61626176?at_medium=RSS&at_campaign=KARANGA,"The Queen will watch the Epsom horse race on TV, while senior royals attend celebrations across the UK."
Prince Harry and Meghan navigate a tricky return to duty,"Fri, 03 Jun 2022 16:06:45 GMT",https://www.bbc.co.uk/news/uk-61685845,https://www.bbc.co.uk/news/uk-61685845?at_medium=RSS&at_campaign=KARANGA,"The Duke and Duchess of Sussex successfully stepped back into the royal spotlight, our correspondent says."
"Ukraine war: Hungry Africans are victims of the conflict, Macky Sall tells Vladimir Putin","Fri, 03 Jun 2022 21:08:46 GMT",https://www.bbc.co.uk/news/world-africa-61685383,https://www.bbc.co.uk/news/world-africa-61685383?at_medium=RSS&at_campaign=KARANGA,African Union head Macky Sall urges Russia's president to ease grain and fertiliser exports.
"War in Ukraine: We are holding on, say Mykolaiv residents","Fri, 03 Jun 2022 21:51:23 GMT",https://www.bbc.co.uk/news/world-europe-61687586,https://www.bbc.co.uk/news/world-europe-61687586?at_medium=RSS&at_campaign=KARANGA,Residents in the southern region of Ukraine speak of their defiance and dread as the war rages on.
Champions League final: Uefa apologises to Liverpool and Real Madrid fans,"Fri, 03 Jun 2022 18:32:31 GMT",https://www.bbc.co.uk/sport/football/61686639,https://www.bbc.co.uk/sport/football/61686639?at_medium=RSS&at_campaign=KARANGA,"Uefa apologises to Liverpool and Real Madrid fans ""who had to experience or witness frightening and distressing events"" at last Saturday's Champions League final."
Post Office strike: Workers to walk out over pay dispute,"Fri, 03 Jun 2022 23:15:27 GMT",https://www.bbc.co.uk/news/business-61300417,https://www.bbc.co.uk/news/business-61300417?at_medium=RSS&at_campaign=KARANGA,More than 110 Post Offices close for 24 hours as staff walk out in a dispute over pay.
Michaela McAreavey: Two men apologise for video mocking bride's murder,"Fri, 03 Jun 2022 19:54:44 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-61680319,https://www.bbc.co.uk/news/uk-northern-ireland-61680319?at_medium=RSS&at_campaign=KARANGA,The video appears to show a group of people mocking the killing of Michaela McAreavey in Mauritius.
French Open: Rafael Nadal feels 'very sorry' for Alexander Zverev,"Fri, 03 Jun 2022 21:04:09 GMT",https://www.bbc.co.uk/sport/tennis/61686425,https://www.bbc.co.uk/sport/tennis/61686425?at_medium=RSS&at_campaign=KARANGA,"Rafael Nadal says reaching a 14th French Open final because opponent Alexander Zverev retired injured is ""not the way"" he wanted to win."
Bavaria train crash: At least four killed in German rail accident,"Fri, 03 Jun 2022 21:03:56 GMT",https://www.bbc.co.uk/news/world-europe-61684048,https://www.bbc.co.uk/news/world-europe-61684048?at_medium=RSS&at_campaign=KARANGA,At least four people die and some 30 are injured after a train derails in the state of Bavaria.
Emerson Royal: Footballer unscathed after gunfight during mugging in Brazil,"Fri, 03 Jun 2022 20:30:55 GMT",https://www.bbc.co.uk/news/world-latin-america-61685720,https://www.bbc.co.uk/news/world-latin-america-61685720?at_medium=RSS&at_campaign=KARANGA,Emerson Royal thanks an off-duty police officer who saved him from an armed robbery in Brazil.
London's iconic Camden Market put up for sale,"Fri, 03 Jun 2022 17:08:45 GMT",https://www.bbc.co.uk/news/business-61680387,https://www.bbc.co.uk/news/business-61680387?at_medium=RSS&at_campaign=KARANGA,The market's billionaire owner is reportedly hoping a deal will net him as much as £1.5bn.
Ukraine war: Marriott hotel chain to leave Russia after 25 years,"Fri, 03 Jun 2022 17:47:38 GMT",https://www.bbc.co.uk/news/business-61685925,https://www.bbc.co.uk/news/business-61685925?at_medium=RSS&at_campaign=KARANGA,"Marriott says Western sanctions have made it ""impossible"" to continue to remain in Russia."
Kate Bush's Running Up That Hill back in top 10 thanks to Stranger Things,"Fri, 03 Jun 2022 16:45:37 GMT",https://www.bbc.co.uk/news/entertainment-arts-61685561,https://www.bbc.co.uk/news/entertainment-arts-61685561?at_medium=RSS&at_campaign=KARANGA,Running Up That Hill runs back up the UK charts after being used in the Netflix drama's new series.
The Papers: 'We give thanks' and 'together... yet apart',"Fri, 03 Jun 2022 22:26:13 GMT",https://www.bbc.co.uk/news/blogs-the-papers-61687526,https://www.bbc.co.uk/news/blogs-the-papers-61687526?at_medium=RSS&at_campaign=KARANGA,Gratitude for the Queen and reported tensions between her grandsons lead the front pages.
Mother of world's only nonuplets on how she cares for nine babies,"Fri, 03 Jun 2022 23:00:02 GMT",https://www.bbc.co.uk/news/world-africa-61666181,https://www.bbc.co.uk/news/world-africa-61666181?at_medium=RSS&at_campaign=KARANGA,"Halima Cissé, who gave birth to nine babies last year, explains how she manages to look after them all."
